code,description,procedure_type_id
"J7189","Factor VIIa (antihemophilic factor, recombinant), per 1 microgram",2
"J7190","Factor VIII (antihemophilic factor, human) per I.U.",2
"J7191","Factor VIII (antihemophilic factor (porcine)), per I.U.",2
"J7192","Factor VIII (antihemophilic factor, recombinant) per I.U., not otherwise specified",2
"J7193","Factor IX (antihemophilic factor, purified, non-recombinant) per I.U.",2
"J7194","Factor IX, complex, per I.U.",2
"J7195","Injection, Factor IX (antihemophilic factor, recombinant) per IU, not otherwise specified",2
"J7196","Injection, antithrombin recombinant, 50 I.U.",2
"J7197","Antithrombin III (human), per I.U.",2
"J7198","Anti-inhibitor, per I.U.",2
"J7199","Hemophilia clotting factor, not otherwise classified",2
"J7200","Injection, Factor IX, (antihemophilic factor, recombinant), Rixubis, per IU",2
"J7201","Injection, Factor IX, Fc fusion protein, (recombinant), Alprolix, 1 I.U.",2
"J7202","Injection, Factor IX, albumin fusion protein, (recombinant), IDELVION, 1 I.U.",2
"J7205","Injection, Factor VIII Fc fusion protein (recombinant), per IU",2
"J7207","Injection, Factor VIII, (antihemophilic factor, recombinant), pegylated, 1 I.U.",2
"J7209","Injection, Factor VIII, (antihemophilic factor, recombinant), (NUWIQ), 1 I.U.",2
"J7210","Injection, Factor VIII, (antihemophilic factor, recombinant), (AFSTYLA), 1 I.U.",2
"J7211","Injection, Factor VIII, (antihemophilic factor, recombinant), (KOVALTRY), 1 I.U.",2
"J7296","Levonorgestrel-releasing intrauterine contraceptive system, (Kyleena), 19.5 mg",2
"J7297","Levonorgestrel-releasing intrauterine contraceptive system (Liletta), 52 mg",2
"J7298","Levonorgestrel-releasing intrauterine contraceptive system (Mirena), 52 mg",2
"J7300","Intrauterine copper contraceptive",2
"J7301","Levonorgestrel-releasing intrauterine contraceptive system (Skyla), 13.5 mg",2
"J7303","Contraceptive supply, hormone containing vaginal ring, each",2
"J7304","Contraceptive supply, hormone containing patch, each",2
"J7306","Levonorgestrel (contraceptive) implant system, including implants and supplies",2
"J7307","Etonogestrel (contraceptive) implant system, including implant and supplies",2
"J7308","Aminolevulinic acid HCl for topical administration, 20%, single unit dosage form (354 mg)",2
"J7309","Methyl aminolevulinate (MAL) for topical administration, 16.8%, 1 gram",2
"J7310","Ganciclovir, 4.5 mg, long-acting implant",2
"J7311","Fluocinolone acetonide, intravitreal implant",2
"J7312","Injection, dexamethasone, intravitreal implant, 0.1 mg",2
"J7313","Injection, fluocinolone acetonide, intravitreal implant, 0.01 mg",2
"J7315","Mitomycin, ophthalmic, 0.2 mg",2
"J7316","Injection, ocriplasmin, 0.125 mg",2
"J7320","Hyaluronan or derivitive, GenVisc 850, for intra-articular injection, 1 mg",2
"J7321","Hyaluronan or derivative, HYALGAN, SUPARTZ or VISCO-3, for intra-articular injection, per dose",2
"J7322","Hyaluronan or derivative, hymovis, for intra-articular injection, 1 mg",2
"J7323","Hyaluronan or derivative, euflexxa, for intra-articular injection, per dose",2
"J7324","Hyaluronan or derivative, orthovisc, for intra-articular injection, per dose",2
"J7325","Hyaluronan or derivative, Synvisc or Synvisc-One, for intra-articular injection, 1 mg",2
"J7326","Hyaluronan or derivative, gel-one, for intra-articular injection, per dose",2
"J7327","Hyaluronan or derivative, Monovisc, for intra-articular injection, per dose",2
"J7328","Hyaluronan or derivative, gelsyn-3, for intra-articular injection, 0.1 mg",2
"J7330","Autologous cultured chondrocytes, implant",2
"J7336","Capsaicin 8% patch, per square centimeter",2
"J7340","Carbidopa 5 mg/levodopa 20 mg enteral suspension, 100 ml",2
"J7342","Instillation, Ciprofloxacin otic suspension, 6 mg",2
"J7345","Aminolevulinic acid HCl for topical administration, 10% gel, 10 mg",2
"J7500","Azathioprine, oral, 50 mg",2
"J7501","Azathioprine, parenteral, 100 mg",2
"J7502","Cyclosporine, oral, 100 mg",2
"J7503","Tacrolimus, extended release, (Envarsus XR), oral, 0.25 mg",2
"J7504","Lymphocyte immune globulin, antithymocyte globulin, equine, parenteral, 250 mg",2
"J7505","Muromonab-CD3, parenteral, 5 mg",2
"J7507","Tacrolimus, immediate release, oral, 1 mg",2
"J7508","Tacrolimus, extended release, (Astagraf XL), oral, 0.1 mg",2
"J7509","Methylprednisolone oral, per 4 mg",2
"J7510","Prednisolone oral, per 5 mg",2
"J7511","Lymphocyte immune globulin, antithymocyte globulin, rabbit, parenteral, 25 mg",2
"J7512","Prednisone, immediate release or delayed release, oral, 1 mg",2
"J7513","Daclizumab, parenteral, 25 mg",2
"J7515","Cyclosporine, oral, 25 mg",2
"J7516","Cyclosporin, parenteral, 250 mg",2
"J7517","Mycophenolate mofetil, oral, 250 mg",2
"J7518","Mycophenolic acid, oral, 180 mg",2
"J7520","Sirolimus, oral, 1 mg",2
"J7525","Tacrolimus, parenteral, 5 mg",2
"J7527","Everolimus, oral, 0.25 mg",2
"J7599","Immunosuppressive drug, not otherwise classified",2
"J7604","Acetylcysteine, inhalation solution, compounded product, administered through DME, unit dose form, per gram",2
"J7605","Arformoterol, inhalation solution, FDA approved final product, non-compounded, administered through DME, unit dose form, 15 micrograms",2
"J7606","Formoterol fumarate, inhalation solution, FDA approved final product, non-compounded, administered through DME, unit dose form, 20 micrograms",2
"J7607","Levalbuterol, inhalation solution, compounded product, administered through DME, concentrated form, 0.5 mg",2
"J7608","Acetylcysteine, inhalation solution, FDA-approved final product, non-compounded, administered through DME, unit dose form, per gram",2
"J7609","Albuterol, inhalation solution, compounded product, administered through DME, unit dose, 1 mg",2
"J7610","Albuterol, inhalation solution, compounded product, administered through DME, concentrated form, 1 mg",2
"J7611","Albuterol, inhalation solution, FDA-approved final product, non-compounded, administered through DME, concentrated form, 1 mg",2
"J7612","Levalbuterol, inhalation solution, FDA-approved final product, non-compounded, administered through DME, concentrated form, 0.5 mg",2
"J7613","Albuterol, inhalation solution, FDA-approved final product, non-compounded, administered through DME, unit dose, 1 mg",2
"J7614","Levalbuterol, inhalation solution, FDA-approved final product, non-compounded, administered through DME, unit dose, 0.5 mg",2
"J7615","Levalbuterol, inhalation solution, compounded product, administered through DME, unit dose, 0.5 mg",2
"J7620","Albuterol, up to 2.5 mg and ipratropium bromide, up to 0.5 mg, FDA-approved final product, non-compounded, administered through DME",2
"J7622","Beclomethasone, inhalation solution, compounded product, administered through DME, unit dose form, per milligram",2
"J7624","Betamethasone, inhalation solution, compounded product, administered through DME, unit dose form, per milligram",2
"J7626","Budesonide, inhalation solution, FDA-approved final product, non-compounded, administered through DME, unit dose form, up to 0.5 mg",2
"J7627","Budesonide, inhalation solution, compounded product, administered through DME, unit dose form, up to 0.5 mg",2
"J7628","Bitolterol mesylate, inhalation solution, compounded product, administered through DME, concentrated form, per milligram",2
"J7629","Bitolterol mesylate, inhalation solution, compounded product, administered through DME, unit dose form, per milligram",2
"J7631","Cromolyn sodium, inhalation solution, FDA-approved final product, non-compounded, administered through DME, unit dose form, per 10 milligrams",2
"J7632","Cromolyn sodium, inhalation solution, compounded product, administered through DME, unit dose form, per 10 milligrams",2
"J7633","Budesonide, inhalation solution, FDA-approved final product, non-compounded, administered through DME, concentrated form, per 0.25 milligram",2
"J7634","Budesonide, inhalation solution, compounded product, administered through DME, concentrated form, per 0.25 milligram",2
"J7635","Atropine, inhalation solution, compounded product, administered through DME, concentrated form, per milligram",2
"J7636","Atropine, inhalation solution, compounded product, administered through DME, unit dose form, per milligram",2
"J7637","Dexamethasone, inhalation solution, compounded product, administered through DME, concentrated form, per milligram",2
"J7638","Dexamethasone, inhalation solution, compounded product, administered through DME, unit dose form, per milligram",2
"J7639","Dornase alfa, inhalation solution, FDA-approved final product, non-compounded, administered through DME, unit dose form, per milligram",2
"J7640","Formoterol, inhalation solution, compounded product, administered through DME, unit dose form, 12 micrograms",2
"J7641","Flunisolide, inhalation solution, compounded product, administered through DME, unit dose, per milligram",2
"J7642","Glycopyrrolate, inhalation solution, compounded product, administered through DME, concentrated form, per milligram",2
"J7643","Glycopyrrolate, inhalation solution, compounded product, administered through DME, unit dose form, per milligram",2
"J7644","Ipratropium bromide, inhalation solution, FDA-approved final product, non-compounded, administered through DME, unit dose form, per milligram",2
"J7645","Ipratropium bromide, inhalation solution, compounded product, administered through DME, unit dose form, per milligram",2
"J7647","Isoetharine HCl, inhalation solution, compounded product, administered through DME, concentrated form, per milligram",2
"J7648","Isoetharine HCl, inhalation solution, FDA-approved final product, non-compounded, administered through DME, concentrated form, per milligram",2
"J7649","Isoetharine HCl, inhalation solution, FDA-approved final product, non-compounded, administered through DME, unit dose form, per milligram",2
"J7650","Isoetharine HCl, inhalation solution, compounded product, administered through DME, unit dose form, per milligram",2
"J7657","Isoproterenol HCl, inhalation solution, compounded product, administered through DME, concentrated form, per milligram",2
"J7658","Isoproterenol HCl, inhalation solution, FDA-approved final product, non-compounded, administered through DME, concentrated form, per milligram",2
"J7659","Isoproterenol HCl, inhalation solution, FDA-approved final product, non-compounded, administered through DME, unit dose form, per milligram",2
"J7660","Isoproterenol HCl, inhalation solution, compounded product, administered through DME, unit dose form, per milligram",2
"J7665","Mannitol, administered through an inhaler, 5 mg",2
"J7667","Metaproterenol sulfate, inhalation solution, compounded product, concentrated form, per 10 milligrams",2
"J7668","Metaproterenol sulfate, inhalation solution, FDA-approved final product, non-compounded, administered through DME, concentrated form, per 10 milligrams",2
"J7669","Metaproterenol sulfate, inhalation solution, FDA-approved final product, non-compounded, administered through DME, unit dose form, per 10 milligrams",2
"J7670","Metaproterenol sulfate, inhalation solution, compounded product, administered through DME, unit dose form, per 10 milligrams",2
"J7674","Methacholine chloride administered as inhalation solution through a nebulizer, per 1 mg",2
"J7676","Pentamidine isethionate, inhalation solution, compounded product, administered through DME, unit dose form, per 300 mg",2
"J7680","Terbutaline sulfate, inhalation solution, compounded product, administered through DME, concentrated form, per milligram",2
"J7681","Terbutaline sulfate, inhalation solution, compounded product, administered through DME, unit dose form, per milligram",2
"J7682","Tobramycin, inhalation solution, FDA-approved final product, non-compounded, unit dose form, administered through DME, per 300 milligrams",2
"J7683","Triamcinolone, inhalation solution, compounded product, administered through DME, concentrated form, per milligram",2
"J7684","Triamcinolone, inhalation solution, compounded product, administered through DME, unit dose form, per milligram",2
"J7685","Tobramycin, inhalation solution, compounded product, administered through DME, unit dose form, per 300 milligrams",2
"J7686","Treprostinil, inhalation solution, FDA-approved final product, non-compounded, administered through DME, unit dose form, 1.74 mg",2
"J7699","NOC drugs, inhalation solution administered through DME",2
"J7799","NOC drugs, other than inhalation drugs, administered through DME",2
"J7999","Compounded drug, not otherwise classified",2
"J8498","Antiemetic drug, rectal/suppository, not otherwise specified",2
"J8499","Prescription drug, oral, non chemotherapeutic, NOS",2
"J8501","Aprepitant, oral, 5 mg",2
"J8510","Busulfan; oral, 2 mg",2
"J8515","Cabergoline, oral, 0.25 mg",2
"J8520","Capecitabine, oral, 150 mg",2
"J8521","Capecitabine, oral, 500 mg",2
"J8530","Cyclophosphamide; oral, 25 mg",2
"J8540","Dexamethasone, oral, 0.25 mg",2
"J8560","Etoposide; oral, 50 mg",2
"J8562","Fludarabine phosphate, oral, 10 mg",2
"J8565","Gefitinib, oral, 250 mg",2
"J8597","Antiemetic drug, oral, not otherwise specified",2
"J8600","Melphalan; oral, 2 mg",2
"J8610","Methotrexate; oral, 2.5 mg",2
"J8650","Nabilone, oral, 1 mg",2
"J8655","Netupitant 300 mg and palonosetron 0.5 mg",2
"J8670","Rolapitant, oral, 1 mg",2
"J8700","Temozolomide, oral, 5 mg",2
"J8705","Topotecan, oral, 0.25 mg",2
"J8999","Prescription drug, oral, chemotherapeutic, NOS",2
"J9000","Injection, doxorubicin hydrochloride, 10 mg",2
"J9015","Injection, aldesleukin, per single use vial",2
"J9017","Injection, arsenic trioxide, 1 mg",2
"J9019","Injection, asparaginase (Erwinaze), 1,000 IU",2
"J9020","Injection, asparaginase, not otherwise specified, 10,000 units",2
"J9022","Injection, atezolizumab, 10 mg",2
"J9023","Injection, avelumab, 10 mg",2
"J9025","Injection, azacitidine, 1 mg",2
"J9027","Injection, clofarabine, 1 mg",2
"J9031","BCG (intravesical) per instillation",2
"J9032","Injection, belinostat, 10 mg",2
"J9033","Injection, bendamustine HCl (Treanda), 1 mg",2
"J9034","Injection, bendamustine HCl (Bendeka), 1 mg",2
"J9035","Injection, bevacizumab, 10 mg",2
"J9039","Injection, blinatumomab, 1 microgram",2
"J9040","Injection, bleomycin sulfate, 15 units",2
"J9041","Injection, bortezomib, 0.1 mg",2
"J9042","Injection, brentuximab vedotin, 1 mg",2
"J9043","Injection, cabazitaxel, 1 mg",2
"J9045","Injection, carboplatin, 50 mg",2
"J9047","Injection, carfilzomib, 1 mg",2
"J9050","Injection, carmustine, 100 mg",2
"J9055","Injection, cetuximab, 10 mg",2
"J9060","Injection, cisplatin, powder or solution, 10 mg",2
"J9065","Injection, cladribine, per 1 mg",2
"J9070","Cyclophosphamide, 100 mg",2
"J9098","Injection, cytarabine liposome, 10 mg",2
"J9100","Injection, cytarabine, 100 mg",2
"J9120","Injection, dactinomycin, 0.5 mg",2
"J9130","Dacarbazine, 100 mg",2
"J9145","Injection, daratumumab, 10 mg",2
"J9150","Injection, daunorubicin, 10 mg",2
"J9151","Injection, daunorubicin citrate, liposomal formulation, 10 mg",2
"J9155","Injection, degarelix, 1 mg",2
"J9160","Injection, denileukin diftitox, 300 micrograms",2
"J9165","Injection, diethylstilbestrol diphosphate, 250 mg",2
"J9171","Injection, docetaxel, 1 mg",2
"J9175","Injection, Elliotts' B solution, 1 ml",2
"J9176","Injection, elotuzumab, 1 mg",2
"J9178","Injection, epirubicin HCl, 2 mg",2
"J9179","Injection, eribulin mesylate, 0.1 mg",2
"J9181","Injection, etoposide, 10 mg",2
"J9185","Injection, fludarabine phosphate, 50 mg",2
"J9190","Injection, fluorouracil, 500 mg",2
"J9200","Injection, floxuridine, 500 mg",2
"J9201","Injection, gemcitabine hydrochloride, 200 mg",2
"J9202","Goserelin acetate implant, per 3.6 mg",2
"J9203","Injection, gemtuzumab ozogamicin, 0.1 mg",2
"J9205","Injection, irinotecan liposome, 1 mg",2
"J9206","Injection, irinotecan, 20 mg",2
"J9207","Injection, ixabepilone, 1 mg",2
"J9208","Injection, ifosfamide, 1 gram",2
"J9209","Injection, mesna, 200 mg",2
"J9211","Injection, idarubicin hydrochloride, 5 mg",2
"J9212","Injection, interferon alfacon-1, recombinant, 1 microgram",2
"J9213","Injection, interferon, alfa-2a, recombinant, 3 million units",2
"J9214","Injection, interferon, alfa-2b, recombinant, 1 million units",2
"J9215","Injection, interferon, alfa-N3, (human leukocyte derived), 250,000 IU",2
"J9216","Injection, interferon, gamma 1-B, 3 million units",2
"J9217","Leuprolide acetate (for depot suspension), 7.5 mg",2
"J9218","Leuprolide acetate, per 1 mg",2
"J9219","Leuprolide acetate implant, 65 mg",2
"J9225","Histrelin implant (vantas), 50 mg",2
"J9226","Histrelin implant (supprelin la), 50 mg",2
"J9228","Injection, ipilimumab, 1 mg",2
"J9230","Injection, mechlorethamine hydrochloride, (nitrogen mustard), 10 mg",2
"J9245","Injection, melphalan hydrochloride, 50 mg",2
"J9250","Methotrexate sodium, 5 mg",2
"J9260","Methotrexate sodium, 50 mg",2
"J9261","Injection, nelarabine, 50 mg",2
"J9262","Injection, omacetaxine mepesuccinate, 0.01 mg",2
"J9263","Injection, oxaliplatin, 0.5 mg",2
"J9264","Injection, paclitaxel protein-bound particles, 1 mg",2
"J9266","Injection, pegaspargase, per single dose vial",2
"J9267","Injection, paclitaxel, 1 mg",2
"J9268","Injection, pentostatin, 10 mg",2
"J9270","Injection, plicamycin, 2.5 mg",2
"J9271","Injection, pembrolizumab, 1 mg",2
"J9280","Injection, mitomycin, 5 mg",2
"J9285","Injection, olaratumab, 10 mg",2
"J9293","Injection, mitoxantrone hydrochloride, per 5 mg",2
"J9295","Injection, necitumumab, 1 mg",2
"J9299","Injection, nivolumab, 1 mg",2
"J9301","Injection, obinutuzumab, 10 mg",2
"J9302","Injection, ofatumumab, 10 mg",2
"J9303","Injection, panitumumab, 10 mg",2
"J9305","Injection, pemetrexed, 10 mg",2
"J9306","Injection, pertuzumab, 1 mg",2
"J9307","Injection, pralatrexate, 1 mg",2
"J9308","Injection, ramucirumab, 5 mg",2
"J9310","Injection, rituximab, 100 mg",2
"J9315","Injection, romidepsin, 1 mg",2
"J9320","Injection, streptozocin, 1 gram",2
"J9325","Injection, talimogene laherparepvec, per 1 million plaque forming units",2
"J9328","Injection, temozolomide, 1 mg",2
"J9330","Injection, temsirolimus, 1 mg",2
"J9340","Injection, thiotepa, 15 mg",2
"J9351","Injection, topotecan, 0.1 mg",2
"J9352","Injection, trabectedin, 0.1 mg",2
"J9354","Injection, ado-trastuzumab emtansine, 1 mg",2
"J9355","Injection, trastuzumab, 10 mg",2
"J9357","Injection, valrubicin, intravesical, 200 mg",2
"J9360","Injection, vinblastine sulfate, 1 mg",2
"J9370","Vincristine sulfate, 1 mg",2
"J9371","Injection, vincristine sulfate liposome, 1 mg",2
"J9390","Injection, vinorelbine tartrate, 10 mg",2
"J9395","Injection, Fulvestrant, 25 mg",2
"J9400","Injection, ziv-aflibercept, 1 mg",2
"J9600","Injection, porfimer sodium, 75 mg",2
"J9999","Not otherwise classified, antineoplastic drugs",2
"K0001","Standard wheelchair",2
"K0002","Standard hemi (low seat) wheelchair",2
"K0003","Lightweight wheelchair",2
"K0004","High strength, lightweight wheelchair",2
"K0005","Ultralightweight wheelchair",2
"K0006","Heavy duty wheelchair",2
"K0007","Extra heavy duty wheelchair",2
"K0008","Custom manual wheelchair/base",2
"K0009","Other manual wheelchair/base",2
"K0010","Standard - weight frame motorized/power wheelchair",2
"K0011","Standard - weight frame motorized/power wheelchair with programmable control parameters for speed adjustment, tremor dampening, acceleration control and braking",2
"K0012","Lightweight portable motorized/power wheelchair",2
"K0013","Custom motorized/power wheelchair base",2
"K0014","Other motorized/power wheelchair base",2
"K0015","Detachable, non-adjustable height armrest, replacement only, each",2
"K0017","Detachable, adjustable height armrest, base, replacement only, each",2
"K0018","Detachable, adjustable height armrest, upper portion, replacement only, each",2
"K0019","Arm pad, replacement only, each",2
"K0020","Fixed, adjustable height armrest, pair",2
"K0037","High mount flip-up footrest, replacement only, each",2
"K0038","Leg strap, each",2
"K0039","Leg strap, H style, each",2
"K0040","Adjustable angle footplate, each",2
"K0041","Large size footplate, each",2
"K0042","Standard size footplate, replacement only, each",2
"K0043","Footrest, lower extension tube, replacement only, each",2
"K0044","Footrest, upper hanger bracket, replacement only, each",2
"K0045","Footrest, complete assembly, replacement only, each",2
"K0046","Elevating legrest, lower extension tube, replacement only, each",2
"K0047","Elevating legrest, upper hanger bracket, replacement only, each",2
"K0050","Ratchet assembly, replacement only",2
"K0051","Cam release assembly, footrest or legrest, replacement only, each",2
"K0052","Swingaway, detachable footrests, replacement only, each",2
"K0053","Elevating footrests, articulating (telescoping), each",2
"K0056","Seat height less than 17"" or equal to or greater than 21"" for a high strength, lightweight, or ultralightweight wheelchair",2
"K0065","Spoke protectors, each",2
"K0069","Rear wheel assembly, complete, with solid tire, spokes or molded, replacement only, each",2
"K0070","Rear wheel assembly, complete, with pneumatic tire, spokes or molded, replacement only, each",2
"K0071","Front caster assembly, complete, with pneumatic tire, replacement only, each",2
"K0072","Front caster assembly, complete, with semi-pneumatic tire, replacement only, each",2
"K0073","Caster pin lock, each",2
"K0077","Front caster assembly, complete, with solid tire, replacement only, each",2
"K0098","Drive belt for power wheelchair, replacement only",2
"K0105","IV hanger, each",2
"K0108","Wheelchair component or accessory, not otherwise specified",2
"K0195","Elevating leg rests, pair (for use with capped rental wheelchair base)",2
"K0455","Infusion pump used for uninterrupted parenteral administration of medication, (e.g., Epoprostenol or treprostinol)",2
"K0462","Temporary replacement for patient owned equipment being repaired, any type",2
"K0552","Supplies for external non-insulin drug infusion pump, syringe type cartridge, sterile, each",2
"K0553","Supply allowance for therapeutic continuous glucose monitor (cgm), includes all supplies and accessories, 1 month supply = 1 unit of service",2
"K0554","Receiver (monitor), dedicated, for use with therapeutic glucose continuous monitor system",2
"K0601","Replacement battery for external infusion pump owned by patient, silver oxide, 1.5 volt, each",2
"K0602","Replacement battery for external infusion pump owned by patient, silver oxide, 3 volt, each",2
"K0603","Replacement battery for external infusion pump owned by patient, alkaline, 1.5 volt, each",2
"K0604","Replacement battery for external infusion pump owned by patient, lithium, 3.6 volt, each",2
"K0605","Replacement battery for external infusion pump owned by patient, lithium, 4.5 volt, each",2
"K0606","Automatic external defibrillator, with integrated electrocardiogram analysis, garment type",2
"K0607","Replacement battery for automated external defibrillator, garment type only, each",2
"K0608","Replacement garment for use with automated external defibrillator, each",2
"K0609","Replacement electrodes for use with automated external defibrillator, garment type only, each",2
"K0669","Wheelchair accessory, wheelchair seat or back cushion, does not meet specific code criteria or no written coding verification from DME PDAC",2
"K0672","Addition to lower extremity orthosis, removable soft interface, all components, replacement only, each",2
"K0730","Controlled dose inhalation drug delivery system",2
"K0733","Power wheelchair accessory, 12 to 24 amp hour sealed lead acid battery, each (e.g., gel cell, absorbed glassmat)",2
"K0738","Portable gaseous oxygen system, rental; home compressor used to fill portable oxygen cylinders; includes portable containers, regulator, flowmeter, humidifier, cannula or mask, and tubing",2
"K0739","Repair or nonroutine service for durable medical equipment other than oxygen equipment requiring the skill of a technician, labor component, per 15 minutes",2
"K0740","Repair or nonroutine service for oxygen equipment requiring the skill of a technician, labor component, per 15 minutes",2
"K0743","Suction pump, home model, portable, for use on wounds",2
"K0744","Absorptive wound dressing for use with suction pump, home model, portable, pad size 16 square inches or less",2
"K0745","Absorptive wound dressing for use with suction pump, home model, portable, pad size more than 16 square inches but less than or equal to 48 square inches",2
"K0746","Absorptive wound dressing for use with suction pump, home model, portable, pad size greater than 48 square inches",2
"K0800","Power operated vehicle, group 1 standard, patient weight capacity up to and including 300 pounds",2
"K0801","Power operated vehicle, group 1 heavy duty, patient weight capacity 301 to 450 pounds",2
"K0802","Power operated vehicle, group 1 very heavy duty, patient weight capacity 451 to 600 pounds",2
"K0806","Power operated vehicle, group 2 standard, patient weight capacity up to and including 300 pounds",2
"K0807","Power operated vehicle, group 2 heavy duty, patient weight capacity 301 to 450 pounds",2
"K0808","Power operated vehicle, group 2 very heavy duty, patient weight capacity 451 to 600 pounds",2
"K0812","Power operated vehicle, not otherwise classified",2
"K0813","Power wheelchair, group 1 standard, portable, sling/solid seat and back, patient weight capacity up to and including 300 pounds",2
"K0814","Power wheelchair, group 1 standard, portable, captains chair, patient weight capacity up to and including 300 pounds",2
"K0815","Power wheelchair, group 1 standard, sling/solid seat and back, patient weight capacity up to and including 300 pounds",2
"K0816","Power wheelchair, group 1 standard, captains chair, patient weight capacity up to and including 300 pounds",2
"K0820","Power wheelchair, group 2 standard, portable, sling/solid seat/back, patient weight capacity up to and including 300 pounds",2
"K0821","Power wheelchair, group 2 standard, portable, captains chair, patient weight capacity up to and including 300 pounds",2
"K0822","Power wheelchair, group 2 standard, sling/solid seat/back, patient weight capacity up to and including 300 pounds",2
"K0823","Power wheelchair, group 2 standard, captains chair, patient weight capacity up to and including 300 pounds",2
"K0824","Power wheelchair, group 2 heavy duty, sling/solid seat/back, patient weight capacity 301 to 450 pounds",2
"K0825","Power wheelchair, group 2 heavy duty, captains chair, patient weight capacity 301 to 450 pounds",2
"K0826","Power wheelchair, group 2 very heavy duty, sling/solid seat/back, patient weight capacity 451 to 600 pounds",2
"K0827","Power wheelchair, group 2 very heavy duty, captains chair, patient weight capacity 451 to 600 pounds",2
"K0828","Power wheelchair, group 2 extra heavy duty, sling/solid seat/back, patient weight capacity 601 pounds or more",2
"K0829","Power wheelchair, group 2 extra heavy duty, captains chair, patient weight 601 pounds or more",2
"K0830","Power wheelchair, group 2 standard, seat elevator, sling/solid seat/back, patient weight capacity up to and including 300 pounds",2
"K0831","Power wheelchair, group 2 standard, seat elevator, captains chair, patient weight capacity up to and including 300 pounds",2
"K0835","Power wheelchair, group 2 standard, single power option, sling/solid seat/back, patient weight capacity up to and including 300 pounds",2
"K0836","Power wheelchair, group 2 standard, single power option, captains chair, patient weight capacity up to and including 300 pounds",2
"K0837","Power wheelchair, group 2 heavy duty, single power option, sling/solid seat/back, patient weight capacity 301 to 450 pounds",2
"K0838","Power wheelchair, group 2 heavy duty, single power option, captains chair, patient weight capacity 301 to 450 pounds",2
"K0839","Power wheelchair, group 2 very heavy duty, single power option, sling/solid seat/back, patient weight capacity 451 to 600 pounds",2
"K0840","Power wheelchair, group 2 extra heavy duty, single power option, sling/solid seat/back, patient weight capacity 601 pounds or more",2
"K0841","Power wheelchair, group 2 standard, multiple power option, sling/solid seat/back, patient weight capacity up to and including 300 pounds",2
"K0842","Power wheelchair, group 2 standard, multiple power option, captains chair, patient weight capacity up to and including 300 pounds",2
"K0843","Power wheelchair, group 2 heavy duty, multiple power option, sling/solid seat/back, patient weight capacity 301 to 450 pounds",2
"K0848","Power wheelchair, group 3 standard, sling/solid seat/back, patient weight capacity up to and including 300 pounds",2
"K0849","Power wheelchair, group 3 standard, captains chair, patient weight capacity up to and including 300 pounds",2
"K0850","Power wheelchair, group 3 heavy duty, sling/solid seat/back, patient weight capacity 301 to 450 pounds",2
"K0851","Power wheelchair, group 3 heavy duty, captains chair, patient weight capacity 301 to 450 pounds",2
"K0852","Power wheelchair, group 3 very heavy duty, sling/solid seat/back, patient weight capacity 451 to 600 pounds",2
"K0853","Power wheelchair, group 3 very heavy duty, captains chair, patient weight capacity 451 to 600 pounds",2
"K0854","Power wheelchair, group 3 extra heavy duty, sling/solid seat/back, patient weight capacity 601 pounds or more",2
"K0855","Power wheelchair, group 3 extra heavy duty, captains chair, patient weight capacity 601 pounds or more",2
"K0856","Power wheelchair, group 3 standard, single power option, sling/solid seat/back, patient weight capacity up to and including 300 pounds",2
"K0857","Power wheelchair, group 3 standard, single power option, captains chair, patient weight capacity up to and including 300 pounds",2
"K0858","Power wheelchair, group 3 heavy duty, single power option, sling/solid seat/back, patient weight 301 to 450 pounds",2
"K0859","Power wheelchair, group 3 heavy duty, single power option, captains chair, patient weight capacity 301 to 450 pounds",2
"K0860","Power wheelchair, group 3 very heavy duty, single power option, sling/solid seat/back, patient weight capacity 451 to 600 pounds",2
"K0861","Power wheelchair, group 3 standard, multiple power option, sling/solid seat/back, patient weight capacity up to and including 300 pounds",2
"K0862","Power wheelchair, group 3 heavy duty, multiple power option, sling/solid seat/back, patient weight capacity 301 to 450 pounds",2
"K0863","Power wheelchair, group 3 very heavy duty, multiple power option, sling/solid seat/back, patient weight capacity 451 to 600 pounds",2
"K0864","Power wheelchair, group 3 extra heavy duty, multiple power option, sling/solid seat/back, patient weight capacity 601 pounds or more",2
"K0868","Power wheelchair, group 4 standard, sling/solid seat/back, patient weight capacity up to and including 300 pounds",2
"K0869","Power wheelchair, group 4 standard, captains chair, patient weight capacity up to and including 300 pounds",2
"K0870","Power wheelchair, group 4 heavy duty, sling/solid seat/back, patient weight capacity 301 to 450 pounds",2
"K0871","Power wheelchair, group 4 very heavy duty, sling/solid seat/back, patient weight capacity 451 to 600 pounds",2
"K0877","Power wheelchair, group 4 standard, single power option, sling/solid seat/back, patient weight capacity up to and including 300 pounds",2
"K0878","Power wheelchair, group 4 standard, single power option, captains chair, patient weight capacity up to and including 300 pounds",2
"K0879","Power wheelchair, group 4 heavy duty, single power option, sling/solid seat/back, patient weight capacity 301 to 450 pounds",2
"K0880","Power wheelchair, group 4 very heavy duty, single power option, sling/solid seat/back, patient weight 451 to 600 pounds",2
"K0884","Power wheelchair, group 4 standard, multiple power option, sling/solid seat/back, patient weight capacity up to and including 300 pounds",2
"K0885","Power wheelchair, group 4 standard, multiple power option, captains chair, patient weight capacity up to and including 300 pounds",2
